DATA;OPEN;HIGH;LOW;CLOSE;Pontos;Tot_Pontos;TARGET;SD_Close_5_N;SD_Close_8_N;SD_Close_10_N;SD_Close_13_N;SD_Close_15;SD_Close_20_N;Range_High_N;Range_Low_N;CRTDR_N;COUNT_HiLo_N;CTDRSUMLAST10_N;HIGHtoCLOSESUMLAST10_N;LOWtoCLOSESUMLAST10_N
12/04/2010;71414;71607;70505;70614;174;174;0;0.121616132;0.088491882;0.117173354;0.232987658;0.207216044;0.179680556;0.145849408;0.975022369;0.098911071;0.333333333;0.523574537;0.10884415;0.788182991
13/04/2010;70618;71053;70169;70792;241;241;0;0.129409409;0.068110142;0.092727184;0.209198845;0.196092834;0.175584717;0.038238651;0.857596904;0.704751131;0.166666667;0.477076185;0.123604768;0.828029776
14/04/2010;70794;71207;70628;71035;-512;-512;0;0.122336873;0.068359088;0.057748089;0.151861989;0.191181169;0.18220579;0.025113214;0.907287649;0.702936097;0.333333333;0.541290815;0.104910509;0.816197829
15/04/2010;71036;71066;70429;70524;-1101;-1101;0;0.088030328;0.079609526;0.050542581;0.077528908;0.166112382;0.181634879;0.079709225;0.978202723;0.149136578;0.166666667;0.409722928;0.135008372;0.859602259
16/04/2010;70522;70522;69013;69421;-320;-320;0;0.166313839;0.156755199;0.123443931;0.101086482;0.129156225;0.184417862;0.164491208;0.904899048;0.270377734;0.333333333;0.334607061;0.18435526;0.880633492
19/04/2010;69418;69431;68378;69098;500;217;1;0.23796913;0.219474982;0.17794454;0.137235316;0.110602407;0.179085984;0.049983308;0.831390288;0.683760684;0.5;0.397975131;0.183702893;0.844076904
20/04/2010;69101;69702;69101;69318;73;73;0;0.234316314;0.206239009;0.201483452;0.16326716;0.126396481;0.174456339;0.057455477;0.949344188;0.361064892;0.166666667;0.406513295;0.17105318;0.847153801
22/04/2010;69313;69528;68081;69386;121;121;0;0.14757648;0.181579969;0.216772629;0.178063631;0.13892737;0.174469908;0.021225735;0.695663369;0.90186593;0.333333333;0.492636764;0.152721491;0.781628309
23/04/2010;69388;69709;68832;69509;-637;-637;0;0.026888664;0.175455489;0.182998517;0.179808414;0.150463752;0.164329416;0.029842499;0.842397466;0.771949829;0.5;0.458702479;0.163289588;0.819322044
26/04/2010;69509;69810;68813;68872;-2357;-2357;0;0.056051146;0.16863082;0.167127204;0.19664711;0.170535055;0.152367668;0.141255829;0.986138032;0.059177533;0.166666667;0.442446358;0.186104253;0.822287076
27/04/2010;68868;68868;66499;66511;500;143;1;0.356194185;0.282286968;0.305130714;0.315933127;0.278474399;0.240410254;0.367546542;0.997080535;0.005065428;0.333333333;0.427506347;0.273030691;0.828199817
28/04/2010;66513;67253;65914;66656;500;1317;1;0.423762526;0.314367891;0.355143493;0.353651361;0.340418675;0.313331176;0.092892643;0.819872416;0.554144884;0.166666667;0.40353018;0.294460272;0.818087683
29/04/2010;66661;68012;66661;67978;-445;-445;0;0.376146568;0.305351102;0.31056564;0.334051926;0.349069718;0.334880451;0.005187484;0.68650331;0.974833457;0.333333333;0.446815613;0.286647484;0.758905948
30/04/2010;67975;67975;67243;67530;-415;-415;0;0.271760697;0.305556425;0.275720739;0.334967329;0.333915191;0.361134345;0.068345433;0.931229732;0.392076503;0.166666667;0.48549109;0.282191793;0.746314732
03/05/2010;67534;67969;66723;67119;-2247;-2247;0;0.162444025;0.295630901;0.27839396;0.327385273;0.324221339;0.382179277;0.131346857;0.904530362;0.317817014;0.333333333;0.493043314;0.269196044;0.746215905
04/05/2010;67116;67116;64588;64869;500;55;1;0.339209507;0.369067505;0.378270177;0.375774671;0.398139791;0.460198805;0.35926268;0.92990538;0.111155063;0.5;0.401885818;0.390463079;0.772623096
05/05/2010;64859;65612;63533;64914;500;-1501;1;0.423637603;0.353768965;0.416883069;0.39854333;0.43288221;0.514934378;0.111522703;0.655752436;0.664261664;0.166666667;0.450154046;0.411662592;0.693925171
06/05/2010;64915;65533;60774;63414;500;-545;1;0.49379495;0.401362391;0.484870825;0.486820646;0.488404874;0.604741907;0.34657086;0.32634995;0.55473839;0.166666667;0.394892141;0.539228936;0.594929883
07/05/2010;63416;63945;61663;62871;500;2581;1;0.473725926;0.502238475;0.508359135;0.563217448;0.540598072;0.664525248;0.177174065;0.68909183;0.52936021;0.333333333;0.356272432;0.596996973;0.553835965
10/05/2010;62872;66083;62872;65453;-1024;-1024;0;0.309700016;0.490553047;0.434178973;0.534440886;0.525869073;0.645108405;0.099829117;0.361921641;0.803799439;0.166666667;0.474814525;0.580753748;0.386513366
11/05/2010;65449;65733;64425;64425;500;786;1;0.297837865;0.416909249;0.440288355;0.503532798;0.525114429;0.650069853;0.210571481;1;0;0.166666667;0.474008121;0.51920454;0.387295935
12/05/2010;64438;65351;64438;65224;-435;-435;0;0.315282449;0.325122592;0.427324703;0.43102689;0.493160098;0.625107601;0.020194938;0.805001763;0.860898138;0.166666667;0.522842533;0.490700101;0.383309823
13/05/2010;65223;65427;64738;64788;-1375;-1375;0;0.285204471;0.213145198;0.351858361;0.36422561;0.449995925;0.587162916;0.102294556;0.987512054;0.07256894;0.166666667;0.379204099;0.528775342;0.46399589
14/05/2010;64787;64787;63050;63412;-540;-540;0;0.220272106;0.229735287;0.291014701;0.38449498;0.406156226;0.574088488;0.2248938;0.907625375;0.208405296;0.333333333;0.349964066;0.590157245;0.457668689
17/05/2010;63406;63593;61825;62866;500;-2030;1;0.272808665;0.253949348;0.222743172;0.404734742;0.37297156;0.585160053;0.119940214;0.732052031;0.588800905;0.5;0.393104077;0.585684752;0.411435487
18/05/2010;62871;63529;60810;60841;-1152;-1152;0;0.499687676;0.39509976;0.347353076;0.434287193;0.458207719;0.644710138;0.458225397;0.991755185;0.01140125;0.666666667;0.3772235;0.624487584;0.428014466
19/05/2010;60841;60850;59068;59689;-1492;-1492;0;0.590672257;0.553006878;0.474968352;0.486291161;0.552974414;0.710033385;0.201736347;0.831650099;0.348484848;0.833333333;0.326952558;0.659859943;0.475164227
20/05/2010;59684;59684;57634;58192;500;2067;1;0.630275106;0.685154703;0.64686679;0.56959165;0.630884894;0.792513977;0.265920473;0.844837602;0.272195122;1;0.28197232;0.628237293;0.614146001
21/05/2010;58192;60303;57997;60259;500;-340;1;0.490756401;0.673846111;0.682497472;0.588950672;0.605609081;0.77359497;0.007573158;0.392583971;0.980919341;0.166666667;0.353859494;0.561737549;0.534666407
24/05/2010;60255;60850;59815;59915;-728;-728;0;0.275626518;0.584849245;0.651412204;0.598447405;0.573150119;0.756754445;0.16185357;0.972992772;0.096618357;0.166666667;0.241277894;0.586057055;0.69846539
25/05/2010;59912;59912;57876;59184;500;1008;1;0.220507636;0.462175266;0.644268964;0.637376407;0.598483139;0.791177556;0.127577269;0.642382306;0.642436149;0.333333333;0.34355225;0.553515402;0.602605168
26/05/2010;59182;60701;59179;60190;500;1901;1;0.240258205;0.342057738;0.536517906;0.648720721;0.584741713;0.787342022;0.088052723;0.728204426;0.664257556;0.166666667;0.312247522;0.580122131;0.58201947
27/05/2010;60191;62262;60189;62092;-133;-133;0;0.30138608;0.282815088;0.414927801;0.582661008;0.576291929;0.716995344;0.028396153;0.50407191;0.917993247;0.333333333;0.446837125;0.551146903;0.452432259
28/05/2010;62080;62247;61305;61947;500;1097;1;0.366006495;0.329079772;0.351797623;0.539247905;0.572474334;0.644844072;0.050228153;0.83230106;0.681528662;0.166666667;0.522157275;0.482661297;0.432241408
31/05/2010;61950;63047;61950;63047;-1192;-1192;0;0.448236724;0.418516112;0.361453359;0.468916943;0.519901364;0.570279309;0;0.718448549;1;0.166666667;0.587619225;0.435633285;0.428594964
01/06/2010;63033;63033;61605;61841;500;1107;1;0.288551823;0.338146229;0.377540561;0.383601342;0.482971079;0.546301657;0.199915279;0.938247994;0.165266106;0.166666667;0.612114155;0.334351062;0.414252242
02/06/2010;61836;63198;61814;62943;-1264;-1264;0;0.152335762;0.367050046;0.411444297;0.368561823;0.420791935;0.519342238;0.042018348;0.709756788;0.815751445;0.166666667;0.686501922;0.271726361;0.381578467
04/06/2010;62940;62940;61422;61676;-492;-492;0;0.175053259;0.330721512;0.321710184;0.344241762;0.349344395;0.512950365;0.212557831;0.933360292;0.167325428;0.166666667;0.669806908;0.250803112;0.405307172
07/06/2010;61675;62119;61099;61183;500;669;1;0.225423443;0.218958154;0.3073921;0.344732717;0.314529761;0.512590627;0.158668719;0.977784091;0.082352941;0.333333333;0.526757206;0.310046995;0.562171373
08/06/2010;61187;62000;61187;61856;500;-320;1;0.172852268;0.137205091;0.276454252;0.336137397;0.295236909;0.458585269;0.024144983;0.824991213;0.822878229;0.166666667;0.642376105;0.256052084;0.522499224
09/06/2010;61799;62684;61479;61479;500;1565;1;0.18121875;0.146708209;0.175198503;0.253282057;0.296619878;0.425395263;0.20328554;1;0;0.166666667;0.54010175;0.285736953;0.618359446
10/06/2010;61484;63146;61484;63049;500;561;1;0.194427229;0.173652189;0.132573788;0.264011395;0.307454705;0.371028959;0.015956578;0.59834636;0.941636582;0.166666667;0.584259852;0.257468382;0.583550701
11/06/2010;63044;63766;62371;63605;500;-80;1;0.292453481;0.205462515;0.175336954;0.267536917;0.263723053;0.337014228;0.026253116;0.686065192;0.884587814;0.333333333;0.578941784;0.256628107;0.632334407
14/06/2010;63613;64296;63529;63533;500;908;1;0.273136431;0.233297554;0.198705162;0.205818122;0.272416937;0.339680042;0.124557938;0.99898123;0.005215124;0.166666667;0.471274226;0.285772478;0.677013399
15/06/2010;63534;64554;63534;64442;500;309;1;0.307752111;0.298841541;0.254496564;0.202226838;0.285645312;0.375383367;0.018025829;0.772001281;0.890196078;0.166666667;0.453793694;0.292840323;0.691368329
16/06/2010;64442;65097;63974;64751;-204;-204;0;0.189712063;0.339361757;0.300970933;0.249695853;0.254716867;0.419365064;0.055421191;0.805826434;0.691896705;0.333333333;0.537632073;0.236184848;0.655872434
17/06/2010;64745;65182;64115;64541;-104;-104;0;0.149154449;0.304184412;0.332413313;0.271646025;0.233660113;0.430653011;0.103007436;0.893195518;0.399250234;0.166666667;0.471326039;0.260098392;0.705043595
18/06/2010;64542;64941;64239;64438;500;387;1;0.120728134;0.26635608;0.32640623;0.291733747;0.249048422;0.38088237;0.080960311;0.950028016;0.283475783;0.333333333;0.489816908;0.208499603;0.709511416
21/06/2010;64442;65517;64442;64829;500;-23;1;0.034428065;0.145343896;0.284042833;0.302169841;0.264747139;0.386896894;0.110069084;0.90340443;0.36;0.166666667;0.534017681;0.189443907;0.689573781
22/06/2010;64834;65831;64690;64811;348;348;0;0.032782551;0.105767594;0.245205333;0.319961163;0.284417365;0.372718587;0.163229137;0.969789896;0.106047327;0.166666667;0.419899852;0.243978171;0.728387392
23/06/2010;64812;65161;64247;65160;-1217;-1217;0;0.064930898;0.09531944;0.13614444;0.313083865;0.290594525;0.324579135;0.000159171;0.773271941;0.998905908;0.166666667;0.578923373;0.164333246;0.667612429
24/06/2010;65154;65154;63736;63937;500;887;1;0.119904281;0.062496957;0.096193391;0.250429524;0.289422415;0.275348993;0.197417005;0.949130277;0.141748942;0.166666667;0.451583102;0.235483054;0.761640842
25/06/2010;63937;64869;63806;64824;-600;-600;0;0.117246781;0.062306876;0.077122359;0.207829946;0.269885131;0.279871989;0.007199841;0.745886627;0.95766698;0.166666667;0.463217137;0.228012352;0.777676112
28/06/2010;64825;65105;64225;64225;-2238;-2238;0;0.129038706;0.070182706;0.04089878;0.098790736;0.209953673;0.269328467;0.142110051;1;0;0.166666667;0.462386901;0.234894455;0.777949195
29/06/2010;64216;64216;61670;61978;500;-1036;1;0.351357646;0.243436579;0.198926599;0.160234075;0.205259937;0.282407953;0.374514606;0.919586544;0.120974077;0.333333333;0.33992853;0.374672084;0.817509755
30/06/2010;61972;62645;60936;60936;301;301;0;0.472430724;0.394510533;0.338508132;0.273930318;0.232263611;0.304807102;0.290880331;1;0;0.5;0.229780167;0.466994542;0.869558413
01/07/2010;60935;61381;60056;61236;500;194;1;0.510555583;0.445760281;0.402685574;0.336899281;0.283051423;0.32985292;0.024558816;0.688189482;0.890566038;0.166666667;0.307996512;0.436235195;0.814606087
02/07/2010;61236;61812;60764;61430;-571;-571;0;0.375235795;0.450191571;0.434479026;0.374494149;0.321409865;0.334683048;0.064495451;0.824567811;0.635496183;0.333333333;0.364037349;0.429779398;0.780976199
05/07/2010;61436;61667;60796;60865;500;1195;1;0.114313317;0.417901361;0.455405002;0.411514064;0.369391517;0.342640819;0.136663638;0.981655874;0.079219288;0.166666667;0.319337706;0.440207002;0.801951673
06/07/2010;60870;62451;60870;62065;500;1217;1;0.124431739;0.384851726;0.423462704;0.40897001;0.374085137;0.339580602;0.06450402;0.688443574;0.755850727;0.166666667;0.422784911;0.401497332;0.726536162
07/07/2010;62067;63313;62004;63284;194;194;0;0.263882239;0.295251431;0.360835206;0.396471423;0.360790365;0.319997824;0.004752808;0.672710844;0.977845684;0.333333333;0.419432172;0.403298476;0.699580536
08/07/2010;63282;63596;62895;63476;-517;-517;0;0.320911906;0.243354485;0.348102787;0.373613087;0.349863015;0.319289736;0.019607306;0.851890762;0.828815977;0.5;0.528811662;0.333580102;0.673515266
12/07/2010;63477;63972;62750;62960;500;722;1;0.30214897;0.262276731;0.277027004;0.344590658;0.338652549;0.320171594;0.166710145;0.946027797;0.171849427;0.166666667;0.403711317;0.396123367;0.727163554
13/07/2010;62964;63777;62964;63686;-207;-207;0;0.170033678;0.273154672;0.250586761;0.302982484;0.319726069;0.32055496;0.014819845;0.816553769;0.888068881;0.166666667;0.545089838;0.346213456;0.677990382
14/07/2010;63686;63688;63015;63479;7;7;0;0.062148941;0.260088043;0.270368109;0.294447062;0.297125946;0.314019735;0.034147778;0.881722136;0.689450223;0.166666667;0.635589932;0.21275717;0.667840743
15/07/2010;63482;63612;62960;63489;-1148;-1148;0;0.061529981;0.233723575;0.251688872;0.254643431;0.259397618;0.30209786;0.020093374;0.865174278;0.811349693;0.166666667;0.764754935;0.106582836;0.631700406
16/07/2010;63487;63492;62298;62339;500;946;1;0.1439104;0.127726192;0.222326492;0.222166228;0.248974907;0.296502056;0.19182964;0.9893576;0.034338358;0.166666667;0.62844546;0.172168965;0.712429194
19/07/2010;62351;63300;62351;63297;500;1173;1;0.139441065;0.079905371;0.194526079;0.227601087;0.210867253;0.286454176;0.000491569;0.758162537;0.996838778;0.166666667;0.685970369;0.147073334;0.694629112
20/07/2010;63290;64481;62902;64463;500;9;1;0.206058076;0.130341639;0.134472162;0.232284481;0.21851464;0.279458596;0.002896064;0.60816073;0.98860038;0.333333333;0.830741745;0.094623677;0.594512904
21/07/2010;64468;65136;64209;64477;500;1244;1;0.248029562;0.161713974;0.122375084;0.229261531;0.242318932;0.272905985;0.106005117;0.932741754;0.289104639;0.5;0.756436842;0.110896068;0.659997577
22/07/2010;64504;66213;64504;65748;500;575;1;0.36797438;0.246468423;0.211489241;0.265013358;0.274591299;0.290180874;0.073352791;0.693836508;0.727911059;0.666666667;0.716647825;0.137793809;0.665660358
23/07/2010;65748;66323;65427;66323;121;121;0;0.336367363;0.333854023;0.295802956;0.268013806;0.313677772;0.343936664;0;0.78139534;1;0.833333333;0.743899928;0.130105874;0.646763903
26/07/2010;66322;66619;66151;66443;500;225;1;0.269753908;0.382180521;0.338158909;0.293511742;0.337138157;0.383846605;0.027473227;0.92888697;0.623931624;1;0.815870373;0.075511711;0.642169266
27/07/2010;66449;67102;66293;66674;138;138;0;0.244171978;0.40785068;0.380906179;0.336341088;0.322770174;0.432644225;0.066578421;0.907533582;0.470951792;1;0.749466292;0.095806014;0.666556608
28/07/2010;66670;67051;66427;66808;500;158;1;0.103233228;0.323612954;0.401413975;0.369732687;0.331226137;0.468750238;0.037724547;0.907719047;0.610576923;1;0.736909845;0.097208449;0.673525138
29/07/2010;66796;67428;66596;66954;500;564;1;0.057801432;0.242704672;0.404300245;0.380063419;0.356762751;0.474990049;0.073425692;0.913478893;0.430288462;1;0.676245774;0.118119808;0.686473298
30/07/2010;66951;67608;66218;67515;500;993;1;0.100740798;0.218732337;0.328293193;0.408300439;0.389076801;0.487939433;0.014286601;0.68914685;0.933093525;1;0.819325527;0.04850599;0.606001136
02/08/2010;67524;68754;67524;68517;-520;-520;0;0.206117509;0.195961692;0.299672651;0.44679476;0.425661352;0.517377399;0.035875358;0.76548724;0.807317073;1;0.789154108;0.062379813;0.607964539
03/08/2010;68517;68561;67942;67997;500;276;1;0.193964421;0.180257035;0.26780841;0.443926034;0.442065762;0.494710497;0.08602716;0.986911541;0.088852989;0.166666667;0.645916395;0.094975138;0.70948954
04/08/2010;67996;68534;67577;68272;141;141;0;0.167087588;0.182429748;0.201788751;0.370671853;0.446196878;0.49541084;0.039802001;0.835275671;0.726227795;0.166666667;0.715505395;0.069017197;0.683363539
05/08/2010;68271;68471;68002;68412;-321;-321;0;0.100489449;0.172906541;0.184638356;0.307441823;0.437343604;0.512570778;0.008944704;0.903023359;0.874200426;0.333333333;0.738794326;0.043763079;0.739436542
06/08/2010;68416;68509;67686;68095;-234;-234;0;0.044947836;0.144775788;0.165974557;0.261747269;0.352599973;0.516415367;0.063056717;0.902809537;0.496962333;0.166666667;0.658711887;0.068487331;0.771981888
09/08/2010;68096;68513;67749;67862;-613;-613;0;0.045759851;0.104817713;0.136028225;0.181256163;0.27336039;0.496111801;0.099494843;0.973055672;0.147905759;0.333333333;0.582929666;0.096726679;0.783821408
10/08/2010;67836;67836;66946;67223;-1427;-1427;0;0.120030425;0.084922476;0.114654127;0.142839069;0.21704964;0.476015202;0.094577716;0.933322786;0.311235955;0.5;0.557503272;0.107705075;0.790734261
11/08/2010;67217;67217;65690;65790;178;178;0;0.290785934;0.21193742;0.178429413;0.164448468;0.163206793;0.442713512;0.2249626;0.975404499;0.065487885;0.666666667;0.470726352;0.181120263;0.808877498
12/08/2010;65788;66027;65257;65966;500;300;1;0.298222593;0.251251623;0.218751947;0.179948581;0.156486886;0.404134645;0.009590824;0.826083153;0.920779221;0.166666667;0.548811352;0.156090902;0.785450875
13/08/2010;65964;66590;65921;66264;500;442;1;0.245609576;0.265269358;0.242858976;0.189491886;0.157755488;0.310622965;0.051025373;0.916240893;0.512705531;0.333333333;0.481886551;0.170496007;0.84632394
16/08/2010;66260;66868;66187;66702;500;882;1;0.153902821;0.244205962;0.228233269;0.191092649;0.153743189;0.235282629;0.025811632;0.875065052;0.756240822;0.5;0.473755329;0.166550066;0.875696518
17/08/2010;66702;67666;66702;67584;54;54;0;0.194575864;0.208688137;0.220896548;0.189402104;0.150184076;0.194715931;0.012583927;0.78882609;0.914937759;0.666666667;0.605266123;0.137753309;0.82259927
18/08/2010;67584;67745;67006;67638;-754;-754;0;0.207293434;0.187876289;0.204535606;0.189934871;0.147588481;0.140739263;0.016407381;0.848803447;0.855209743;0.833333333;0.625799752;0.128580385;0.82622542
19/08/2010;67641;67713;66824;66887;-215;-215;0;0.156670506;0.159109244;0.172432424;0.17493128;0.148308132;0.122057688;0.128080957;0.984758967;0.070866142;0.166666667;0.497910783;0.175293168;0.848134833
20/08/2010;66892;66892;66337;66677;-696;-696;0;0.122766033;0.151925528;0.145446964;0.171250632;0.153258056;0.117024629;0.033443263;0.917487749;0.612612613;0.333333333;0.516322042;0.163681867;0.852069361
23/08/2010;66678;67175;65982;65982;-790;-790;0;0.185932763;0.14247395;0.131893711;0.169220561;0.152781833;0.126154955;0.187525876;1;0;0.5;0.492775785;0.198198435;0.859291848
24/08/2010;65946;65946;65013;65156;-353;-353;0;0.261783011;0.191241213;0.16610596;0.177701462;0.182445064;0.160867236;0.125753162;0.964486196;0.153269025;0.666666667;0.467627814;0.210422186;0.86764527
25/08/2010;65156;65156;64164;64803;-935;-935;0;0.25356945;0.253384669;0.207047249;0.192904424;0.203869997;0.202041095;0.056497058;0.840440997;0.644153226;0.833333333;0.559750004;0.144367613;0.831468001
26/08/2010;64802;65271;63804;63867;500;1710;1;0.303728283;0.344807603;0.290607434;0.237440409;0.240116127;0.267993946;0.228001039;0.984038283;0.042944785;1;0.420000783;0.230005265;0.873808227
27/08/2010;63875;65589;63848;65585;-1324;-1324;0;0.222422604;0.305483533;0.294089037;0.227775033;0.218536385;0.274453578;0.00063256;0.57144076;0.99770247;0.166666667;0.497211179;0.210246472;0.781383781
30/08/2010;65585;65585;64255;64261;500;883;1;0.185481916;0.266071614;0.323424015;0.259368344;0.223981619;0.288686998;0.213691251;0.998489157;0.004511278;0.166666667;0.377537566;0.283913216;0.814467888
31/08/2010;64262;65182;64202;65145;500;1919;1;0.184981835;0.21535201;0.284024236;0.265301482;0.215447364;0.285491275;0.0058907;0.765768029;0.962244898;0.166666667;0.385068754;0.281288832;0.808287123
01/09/2010;65154;67073;65154;67073;-265;-265;0;0.355914278;0.243066237;0.256102462;0.27700538;0.227006055;0.265899498;0;0.537040702;1;0.333333333;0.408119029;0.274855573;0.724718422
02/09/2010;67073;67168;66405;66808;500;-133;1;0.330072806;0.277575057;0.253099222;0.278613293;0.232696693;0.23794636;0.055888218;0.902390488;0.528178244;0.166666667;0.480922063;0.246549128;0.702639367
03/09/2010;66812;67673;66541;66679;68;68;0;0.346988686;0.302875052;0.253165935;0.257308595;0.235770456;0.214541161;0.154612122;0.966510738;0.121908127;0.333333333;0.402803039;0.294058887;0.715780089
06/09/2010;66679;66949;66380;66747;-332;-332;0;0.20960279;0.310853119;0.270349954;0.232410065;0.236285729;0.195305094;0.03138816;0.911028711;0.644991213;0.166666667;0.505484155;0.232837998;0.691931136
08/09/2010;66739;66739;66101;66407;213;213;0;0.05223707;0.238521156;0.274019527;0.223469849;0.215974909;0.186336753;0.051852591;0.925437041;0.479623824;0.166666667;0.557439087;0.203861921;0.681463923
09/09/2010;66411;66807;66353;66624;185;185;0;0.026601812;0.236464586;0.268233426;0.22243782;0.193255277;0.187474841;0.028488306;0.934180564;0.5969163;0.166666667;0.549919078;0.192879816;0.706591023
10/09/2010;66622;66920;66459;66807;500;1224;1;0.026526809;0.126933448;0.201741484;0.233050114;0.191779793;0.190459765;0.017542953;0.915710623;0.754880694;0.333333333;0.663257635;0.110360158;0.688275641
13/09/2010;66807;68142;66807;68031;-338;-338;0;0.171117527;0.099517555;0.23937604;0.270660456;0.2271248;0.215281647;0.016922416;0.708867874;0.916853933;0.5;0.650386734;0.116747336;0.725113287
14/09/2010;68030;68093;67561;67692;417;417;0;0.19226397;0.120390374;0.16054866;0.274661718;0.249920203;0.228188896;0.061440291;0.968685209;0.246240602;0.166666667;0.688869486;0.057050427;0.717124272
15/09/2010;67690;68107;67119;68107;-440;-440;0;0.187701661;0.153752997;0.116439736;0.234894755;0.269854703;0.23927349;0;0.765263426;1;0.166666667;0.694880011;0.054740711;0.716989012
16/09/2010;68103;68103;67507;67663;-576;-576;0;0.13478395;0.152180886;0.123656945;0.231801997;0.262115028;0.239723204;0.067444674;0.962693121;0.261744966;0.166666667;0.57735151;0.081185461;0.831086094
17/09/2010;67665;67773;66993;67089;500;1103;1;0.100864755;0.144725096;0.120525355;0.14547825;0.198551796;0.241485681;0.105742852;0.976845496;0.123076923;0.333333333;0.512860312;0.100733236;0.851043926
20/09/2010;67087;68241;67009;68190;-470;-470;0;0.111540521;0.131655786;0.133403136;0.100518079;0.202853129;0.26246182;0.007757034;0.719750546;0.958603896;0.166666667;0.646060352;0.043152024;0.784899305
21/09/2010;68189;68255;67528;67719;500;614;1;0.111331605;0.097839088;0.126323901;0.104067454;0.12669331;0.270786591;0.082091934;0.95436076;0.262723521;0.166666667;0.585204216;0.063032743;0.796514557
22/09/2010;67711;68549;67346;68325;500;473;1;0.126799719;0.07149599;0.110321719;0.116786111;0.083160691;0.276362543;0.034002795;0.76814385;0.813798836;0.166666667;0.638404108;0.056033919;0.754351766
23/09/2010;68321;69601;67892;68794;500;-604;1;0.174053285;0.105907911;0.107480601;0.135280757;0.110458287;0.277248483;0.121665994;0.787836074;0.527794032;0.333333333;0.627400002;0.092568467;0.715123798
24/09/2010;68800;69571;68021;68196;500;619;1;0.095292248;0.104538135;0.072863806;0.128871785;0.110846002;0.22138429;0.209117333;0.958476427;0.112903226;0.166666667;0.525198667;0.16768391;0.726587268
27/09/2010;68197;68926;68011;68816;500;411;1;0.117037026;0.125587473;0.093108144;0.117054716;0.118733312;0.222443794;0.016578663;0.810712462;0.879781421;0.166666667;0.519296809;0.167549126;0.753886937
28/09/2010;68817;69431;68455;69228;3;3;0;0.104798094;0.150332361;0.120388308;0.114845225;0.132878362;0.173237503;0.030413086;0.819318671;0.792008197;0.333333333;0.606181753;0.1553835;0.713848902
29/09/2010;69225;69420;68958;69228;500;200;1;0.107111165;0.112203514;0.141768949;0.103842546;0.124206143;0.142913951;0.028765086;0.936890092;0.584415584;0;0.540021671;0.16666216;0.759853814
30/09/2010;69230;69737;68924;69430;500;791;1;0.127448206;0.127184753;0.152175123;0.125405706;0.116873578;0.163195843;0.045860359;0.882071461;0.622386224;0.166666667;0.597434929;0.158199048;0.738242998
01/10/2010;69438;70243;69228;70229;155;155;0;0.136318061;0.143406277;0.15224275;0.16516188;0.132848723;0.197026677;0.002067558;0.76936078;0.986206897;0.333333333;0.734843234;0.117548437;0.682626256
04/10/2010;70230;70551;70089;70385;500;893;1;0.148720684;0.166761938;0.184099911;0.201553312;0.169508808;0.22147326;0.024461;0.931950151;0.640692641;0.5;0.684232494;0.124097986;0.739506834
05/10/2010;70390;71285;70390;71283;-743;-743;0;0.226244064;0.236109862;0.21989491;0.251215185;0.222745439;0.265904591;0.000290998;0.797287253;0.997765363;0.666666667;0.801249463;0.092024211;0.697402929
06/10/2010;71284;71290;70343;70541;-627;-627;0;0.179068388;0.197095083;0.214839738;0.228428552;0.239602942;0.263680023;0.110125132;0.954580835;0.209081309;0.166666667;0.704979825;0.121871433;0.74737778
07/10/2010;70545;70739;69314;69918;500;888;1;0.132593309;0.163457256;0.202867528;0.217930551;0.228204445;0.244816573;0.12178685;0.860214054;0.423859649;0.333333333;0.68843371;0.12191882;0.766778859
08/10/2010;69921;70828;69698;70809;136;136;0;0.131722893;0.153493427;0.168489196;0.200021921;0.205653015;0.240668783;0.002782988;0.74611259;0.983185841;0.166666667;0.826980699;0.041016061;0.709854258
11/10/2010;70810;71111;70810;70946;500;725;1;0.133549506;0.126699171;0.149628022;0.19393266;0.209274502;0.257648714;0.024121386;0.968981088;0.451827243;0.333333333;0.758851379;0.043973529;0.752278517
13/10/2010;70950;71995;70950;71675;16;16;0;0.171223421;0.121994377;0.163013539;0.214104605;0.207449713;0.280868344;0.046305067;0.836323672;0.693779904;0.5;0.743213661;0.050204702;0.756836746
14/10/2010;71676;71961;71264;71692;131;131;0;0.199266303;0.136266232;0.151867708;0.193770098;0.210136647;0.30187134;0.038915966;0.903397439;0.614060258;0.666666667;0.747933025;0.054184816;0.747858965
15/10/2010;71699;72140;71351;71830;-94;-94;0;0.122322399;0.146283042;0.132238459;0.185066451;0.217546273;0.308483826;0.044761235;0.892094094;0.607097592;0.833333333;0.74549911;0.053753855;0.750545554
18/10/2010;71830;71884;71341;71736;-1871;-1871;0;0.087270821;0.156836143;0.130536464;0.174038977;0.188420649;0.285029001;0.021397882;0.910900451;0.727440147;0.166666667;0.704304039;0.061333187;0.788485579
19/10/2010;71735;71735;69628;69864;500;542;1;0.230906764;0.18914643;0.15253386;0.15224339;0.161856902;0.264621475;0.277758;0.945339434;0.112007594;0.333333333;0.620138597;0.160649789;0.792074607
20/10/2010;69863;70720;69814;70405;500;-754;1;0.251802246;0.165636788;0.157811723;0.124407729;0.140042804;0.226710631;0.046403772;0.864168797;0.652317881;0.166666667;0.565144153;0.178730398;0.810002354
